Timestamp	Longitude	Latitude	Operatorname	Operator	Cellname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	ARFCN	PSC	Altitude	Distance	TA	BAND
2025.07.18_22.33.42	-17.439292	14.659922	expresso	60803		2	11715	3000	3G	-57	-3	-	-	-	10662	29	69	-1		U1	
2025.07.18_22.33.42	-17.439292	14.659922	expresso	60803		2	11715	3000	3G	-57	-3	-	-	-	10662	29	69	-1		U1	
2025.07.18_22.33.43	-17.439292	14.659922	expresso	60803		2	11715	3000	3G	-57	-3	-	-	-	10662	29	69	-1		U1	
2025.07.18_22.33.43	-17.439292	14.659922	expresso	60803		2	11715	3000	3G	-57	-3	-	-	-	10662	29	69	-1		U1	
2025.07.18_22.33.44	-17.439292	14.659922	expresso	60803		2	11715	3000	3G	-113	-3	-	-	-	10662	29	69	-1		U1	
2025.07.18_22.33.45	-17.439292	14.659922	NO_COVERAGE			0	-1		--	-200	-3	-	-	-			69	-1			
2025.07.18_22.33.45	-17.439292	14.659922		60803		2	11715	3000	3G	-113	-3	-	-	-	10662	29	69	-1		U1	
2025.07.18_22.33.45	-17.439292	14.659922		60803		2	11715	3000	3G	-113	-3	-	-	-	10662	29	69	-1		U1	
2025.07.18_22.33.46	-17.439292	14.659922	NO_COVERAGE			0	-1		--	-200	-3	-	-	-			69	-1			
2025.07.18_22.33.46	-17.439292	14.659922		60803		1171	5	4112	4G	-113	-3	-	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.46	-17.439292	14.659922		60803		1171	5	4112	4G	-72	-6	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.47	-17.439292	14.659922	NO_COVERAGE				-1		--	-200	-6	-	-	-			69	-1			
2025.07.18_22.33.47	-17.439292	14.659922		60803		1171	5	4112	4G	-72	-6	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.47	-17.439292	14.659922		60803		1171	5	4112	4G	-72	-6	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.48	-17.439292	14.659922	NO_COVERAGE				-1		--	-200	-6	-	-	-			69	-1			
2025.07.18_22.33.48	-17.439292	14.659922		60803		1171	5	4112	4G	-74	-7	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.48	-17.439292	14.659922		60803		1171	5	4112	4G	-74	-7	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.49	-17.439292	14.659922	NO_COVERAGE				-1		--	-200	-7	-	-	-			69	-1			
2025.07.18_22.33.49	-17.439292	14.659922		60803		1171	5	4112	4G	-74	-7	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.49	-17.439292	14.659922		60803		1171	5	4112	4G	-74	-7	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.50	-17.439292	14.659922	NO_COVERAGE				-1		--	-200	-7	-	-	-			69	-1			
2025.07.18_22.33.50	-17.439292	14.659922		60803		1171	5	4112	4G	-75	-7	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.50	-17.439292	14.659922		60803		1171	5	4112	4G	-75	-7	13.0	-	-51	1673	329	69	-1		L3	
2025.07.18_22.33.50	-17.439398	14.659936		60803		1171	5	4112	4G	-75	-7	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.51	-17.439398	14.659936	NO_COVERAGE				-1		--	-200	-7	-	-	-			66	-1			
2025.07.18_22.33.51	-17.439398	14.659936		60803		1171	5	4112	4G	-75	-7	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.51	-17.439398	14.659936		60803		1171	5	4112	4G	-75	-7	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.52	-17.439398	14.659936	NO_COVERAGE				-1		--	-200	-7	-	-	-			66	-1			
2025.07.18_22.33.52	-17.439398	14.659936		60803		1171	5	4112	4G	-79	-8	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.52	-17.439398	14.659936		60803		1171	5	4112	4G	-79	-8	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.53	-17.439398	14.659936	NO_COVERAGE				-1		--	-200	-8	-	-	-			66	-1			
2025.07.18_22.33.53	-17.439398	14.659936		60803		1171	5	4112	4G	-79	-8	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.53	-17.439398	14.659936		60803		1171	5	4112	4G	-79	-8	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.53	-17.439398	14.659936		60803		1171	5	4112	4G	-79	-8	13.0	-	-51	1673	329	66	-1		L3	
2025.07.18_22.33.54	-17.439398	14.659936	expresso	60803		1171	5	4112	4G	-78	-9	11.0	-	-51	1673	329	66	-1	0	L3	
2025.07.18_22.33.55	-17.439398	14.659936	expresso	60803		1171	5	4112	4G	-78	-9	11.0	-	-51	1673	329	66	-1	0	L3	
2025.07.18_22.33.56	-17.439398	14.659936	expresso	60803		1171	5	4112	4G	-78	-9	11.0	-	-51	1673	329	66	-1	0	L3	
2025.07.18_22.33.56	-17.439398	14.659936	expresso	60803		1171	5	4112	4G	-78	-9	11.0	-	-51	1673	329	66	-1	0	L3	
2025.07.18_22.33.57	-17.439398	14.659936	expresso	60803		1171	5	4112	4G	-73	-9	11.0	-	-51	1673	329	66	-1	0	L3	
2025.07.18_22.33.58	-17.439398	14.659936	expresso	60803		1171	5	4112	4G	-73	-9	10.0	-	-51	1673	329	66	-1	0	L3	
2025.07.18_22.33.59	-17.439398	14.659936	expresso	60803		1171	5	4112	4G	-72	-10	10.0	-	-51	1673	329	66	-1	0	L3	
2025.07.18_22.33.59	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-72	-10	10.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.00	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-72	-10	10.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.01	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-72	-11	10.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.02	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-72	-11	10.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.03	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-72	-12	8.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.04	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-72	-12	8.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.05	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-73	-9	9.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.06	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-73	-9	9.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.06	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-73	-9	9.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.06	-17.439456	14.660018	expresso	60803		1171	5	4112	4G	-73	-9	9.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.34.11	-17.439474	14.660112	expresso	60803		1171	5	4112	4G	-73	-10	9.0	-	-51	1673	329	67	-1	0	L3	
2025.07.18_22.34.15	-17.439474	14.660112	expresso	60803		1171	5	4112	4G	-75	-8	8.0	-	-51	1673	329	67	-1	0	L3	
2025.07.18_22.34.25	-17.439474	14.660112	expresso	60803		1171	5	4112	4G	-75	-10	5.0	-	-51	1673	329	67	-1	0	L3	
2025.07.18_22.34.35	-17.439474	14.660112	expresso	60803		1171	5	4112	4G	-71	-10	2.0	-	-51	1673	329	67	-1	0	L3	
2025.07.18_22.34.39	-17.439474	14.660112	expresso	60803		1171	5	4112	4G	-67	-10	3.0	-	-51	1673	329	67	-1	0	L3	
2025.07.18_22.34.41	-17.439474	14.660112	expresso	60803		2	41713	3000	3G	-61	-4	-	-	-	2947	7	67	-1		U8	
2025.07.18_22.34.41	-17.439474	14.660112	expresso	60803		2	41713	3000	3G	-61	-4	-	-	-	2947	7	67	-1		U8	
2025.07.18_22.34.42	-17.439474	14.660112	expresso	60803		2	41712	3000	3G	-61	-4	-	-	-	2947	7	67	-1		U8	
2025.07.18_22.34.43	-17.439407	14.660181	expresso	60803		2	41712	3000	3G	-61	-3	-	-	-	2947	7	64	-1		U8	
2025.07.18_22.34.43	-17.439407	14.660181	expresso	60803		2	41713	3000	3G	-51	-3	-	-	-	2947	7	64	-1		U8	
2025.07.18_22.34.47	-17.439407	14.660181	expresso	60803		2	41712	3000	3G	-61	-3	-	-	-	2947	7	64	-1		U8	
2025.07.18_22.34.51	-17.439347	14.660264	expresso	60803		2	41712	3000	3G	-53	-2	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.34.56	-17.439347	14.660264	expresso	60803		2	41712	3000	3G	-57	-2	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.34.59	-17.439282	14.660342	expresso	60803		2	41712	3000	3G	-53	-2	-	-	-	2947	7	64	-1		U8	
2025.07.18_22.35.06	-17.439282	14.660342	expresso	60803		2	41712	3000	3G	-53	-2	-	-	-	2947	7	64	-1		U8	
2025.07.18_22.35.08	-17.439238	14.660425	expresso	60803		2	41712	3000	3G	-57	-2	-	-	-	2947	7	66	-1		U8	
2025.07.18_22.35.16	-17.439173	14.660506	expresso	60803		2	41712	3000	3G	-55	-2	-	-	-	2947	7	66	-1		U8	
2025.07.18_22.35.16	-17.439173	14.660506	expresso	60803		2	41712	3000	3G	-55	-2	-	-	-	2947	7	66	-1		U8	
2025.07.18_22.35.24	-17.439173	14.660506	expresso	60803		2	41712	3000	3G	-53	-2	-	-	-	2947	7	66	-1		U8	
2025.07.18_22.35.26	-17.439115	14.660584	expresso	60803		2	41712	3000	3G	-51	-2	-	-	-	2947	7	64	-1		U8	
2025.07.18_22.35.26	-17.439115	14.660584	expresso	60803		2	41712	3000	3G	-51	-2	-	-	-	2947	7	64	-1		U8	
2025.07.18_22.35.35	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-53	-2	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.36	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-51	-2	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.46	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-51	-2	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.56	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-55	-2	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.57	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-55	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.57	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-61	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.58	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-61	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.59	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-61	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.59	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-61	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.35.59	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-59	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.36.00	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-59	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.36.01	-17.439064	14.66066	expresso	60803		2	41712	3000	3G	-113	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.36.02	-17.439064	14.66066	NO_COVERAGE			0	-1		--	-200	-	-	-	-			65	-1			
2025.07.18_22.36.02	-17.439064	14.66066		60803		2	41712	3000	3G	-113	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.36.02	-17.439064	14.66066		60803		2	41712	3000	3G	-113	-	-	-	-	2947	7	65	-1		U8	
2025.07.18_22.36.03	-17.439064	14.66066	NO_COVERAGE			0	-1		--	-200	-	-	-	-			65	-1			
2025.07.18_22.36.03	-17.439064	14.66066		60803		1171	5	4112	4G	-113	-	-	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.03	-17.439064	14.66066		60803		1171	5	4112	4G	-72	-8	25.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.04	-17.439064	14.66066	NO_COVERAGE				-1		--	-200	-8	-	-	-			65	-1			
2025.07.18_22.36.04	-17.439064	14.66066		60803		1171	5	4112	4G	-72	-8	25.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.04	-17.439064	14.66066		60803		1171	5	4112	4G	-72	-8	25.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.05	-17.439064	14.66066	NO_COVERAGE				-1		--	-200	-8	-	-	-			65	-1			
2025.07.18_22.36.05	-17.439064	14.66066		60803		1171	5	4112	4G	-67	-8	25.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.05	-17.439064	14.66066		60803		1171	5	4112	4G	-67	-8	25.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.06	-17.439064	14.66066	NO_COVERAGE				-1		--	-200	-8	-	-	-			65	-1			
2025.07.18_22.36.06	-17.439064	14.66066		60803		1171	5	4112	4G	-67	-8	22.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.06	-17.439064	14.66066		60803		1171	5	4112	4G	-67	-8	22.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.07	-17.439064	14.66066	NO_COVERAGE				-1		--	-200	-8	-	-	-			65	-1			
2025.07.18_22.36.07	-17.439064	14.66066		60803		1171	5	4112	4G	-67	-7	22.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.07	-17.439064	14.66066		60803		1171	5	4112	4G	-67	-7	22.0	-	-51	1673	329	65	-1		L3	
2025.07.18_22.36.08	-17.439011	14.66074		60803		1171	5	4112	4G	-67	-7	22.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.08	-17.439011	14.66074	NO_COVERAGE				-1		--	-200	-7	-	-	-			70	-1			
2025.07.18_22.36.08	-17.439011	14.66074		60803		1171	5	4112	4G	-67	-7	22.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.08	-17.439011	14.66074		60803		1171	5	4112	4G	-67	-7	22.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.09	-17.439011	14.66074		60803		1171	5	4112	4G	-67	-7	22.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.09	-17.439011	14.66074	NO_COVERAGE				-1		--	-200	-7	-	-	-			70	-1			
2025.07.18_22.36.09	-17.439011	14.66074		60803		1171	5	4112	4G	-68	-8	22.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.09	-17.439011	14.66074		60803		1171	5	4112	4G	-68	-8	22.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.10	-17.439011	14.66074	NO_COVERAGE				-1		--	-200	-8	-	-	-			70	-1			
2025.07.18_22.36.10	-17.439011	14.66074		60803		1171	5	4112	4G	-68	-8	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.10	-17.439011	14.66074		60803		1171	5	4112	4G	-68	-8	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.11	-17.439011	14.66074	NO_COVERAGE				-1		--	-200	-8	-	-	-			70	-1			
2025.07.18_22.36.11	-17.439011	14.66074		60803		1171	5	4112	4G	-70	-7	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.11	-17.439011	14.66074		60803		1171	5	4112	4G	-70	-7	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.12	-17.439011	14.66074		60803		1171	5	4112	4G	-70	-7	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.12	-17.439011	14.66074	NO_COVERAGE				-1		--	-200	-7	-	-	-			70	-1			
2025.07.18_22.36.12	-17.439011	14.66074		60803		1171	5	4112	4G	-70	-7	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.13	-17.439011	14.66074		60803		1171	5	4112	4G	-70	-7	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.13	-17.439011	14.66074	NO_COVERAGE				-1		--	-200	-7	-	-	-			70	-1			
2025.07.18_22.36.13	-17.439011	14.66074		60803		1171	5	4112	4G	-72	-8	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.14	-17.439011	14.66074		60803		1171	5	4112	4G	-72	-8	20.0	-	-51	1673	329	70	-1		L3	
2025.07.18_22.36.14	-17.438954	14.660816		60803		1171	5	4112	4G	-72	-8	20.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.14	-17.438954	14.660816	NO_COVERAGE				-1		--	-200	-8	-	-	-			72	-1			
2025.07.18_22.36.14	-17.438954	14.660816		60803		1171	5	4112	4G	-72	-8	20.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.14	-17.438954	14.660816		60803		1171	5	4112	4G	-72	-8	20.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.15	-17.438954	14.660816	NO_COVERAGE				-1		--	-200	-8	-	-	-			72	-1			
2025.07.18_22.36.15	-17.438954	14.660816		60803		1171	5	4112	4G	-73	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.15	-17.438954	14.660816		60803		1171	5	4112	4G	-73	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.16	-17.438954	14.660816	NO_COVERAGE				-1		--	-200	-8	-	-	-			72	-1			
2025.07.18_22.36.16	-17.438954	14.660816		60803		1171	5	4112	4G	-73	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.16	-17.438954	14.660816		60803		1171	5	4112	4G	-73	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.17	-17.438954	14.660816	NO_COVERAGE				-1		--	-200	-8	-	-	-			72	-1			
2025.07.18_22.36.17	-17.438954	14.660816		60803		1171	5	4112	4G	-70	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.17	-17.438954	14.660816		60803		1171	5	4112	4G	-70	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.18	-17.438954	14.660816	NO_COVERAGE				-1		--	-200	-8	-	-	-			72	-1			
2025.07.18_22.36.18	-17.438954	14.660816		60803		1171	5	4112	4G	-70	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.19	-17.438954	14.660816		60803		1171	5	4112	4G	-70	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.19	-17.438954	14.660816	NO_COVERAGE				-1		--	-200	-8	-	-	-			72	-1			
2025.07.18_22.36.19	-17.438954	14.660816		60803		1171	5	4112	4G	-70	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.20	-17.438954	14.660816		60803		1171	5	4112	4G	-70	-8	17.0	-	-51	1673	329	72	-1		L3	
2025.07.18_22.36.21	-17.438954	14.660816	expresso	60803		1171	5	4112	4G	-72	-6	16.0	-	-51	1673	329	72	-1	0	L3	
2025.07.18_22.36.21	-17.438914	14.660898	expresso	60803		1171	5	4112	4G	-72	-6	16.0	-	-51	1673	329	71	-1	0	L3	
2025.07.18_22.36.21	-17.438914	14.660898	expresso	60803		1171	5	4112	4G	-71	-7	16.0	-	-51	1673	329	71	-1	0	L3	
2025.07.18_22.36.22	-17.438914	14.660898	expresso	60803		1171	5	4112	4G	-71	-7	16.0	-	-51	1673	329	71	-1	0	L3	
2025.07.18_22.36.22	-17.438914	14.660898	expresso	60803		1171	5	4112	4G	-71	-7	16.0	-	-51	1673	329	71	-1	0	L3	
2025.07.18_22.36.23	-17.438914	14.660898	expresso	60803		1171	5	4112	4G	-71	-7	16.0	-	-51	1673	329	71	-1	0	L3	
2025.07.18_22.36.29	-17.438865	14.660986	expresso	60803		1171	5	4112	4G	-73	-7	18.0	-	-51	1673	329	71	-1	0	L3	
2025.07.18_22.36.33	-17.438865	14.660986	expresso	60803		1171	5	4112	4G	-71	-6	18.0	-	-51	1673	329	71	-1	0	L3	
2025.07.18_22.36.37	-17.438825	14.661075	expresso	60803		1171	5	4112	4G	-74	-6	18.0	-	-51	1673	329	68	-1	0	L3	
2025.07.18_22.36.43	-17.438825	14.661075	expresso	60803		1171	5	4112	4G	-72	-9	17.0	-	-51	1673	329	68	-1	0	L3	
2025.07.18_22.36.47	-17.438789	14.661166	expresso	60803		1171	5	4112	4G	-73	-8	15.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.36.53	-17.438789	14.661166	expresso	60803		1171	5	4112	4G	-76	-7	14.0	-	-53	1673	329	65	-1	0	L3	
2025.07.18_22.36.54	-17.438789	14.661166	expresso	60803		1171	5	4112	4G	-75	-7	14.0	-	-51	1673	329	65	-1	0	L3	
2025.07.18_22.36.57	-17.438789	14.661166	expresso	60803		2	11717	3000	3G	-73	-6	-	-	-	10687	5	65	-1		U1	
2025.07.18_22.36.57	-17.438789	14.661166	expresso	60803		2	11717	3000	3G	-73	-6	-	-	-	10687	5	65	-1		U1	
2025.07.18_22.36.59	-17.438789	14.661166	expresso	60803		2	11718	3000	3G	-71	-6	-	-	-	10687	5	65	-1		U1	
2025.07.18_22.37.00	-17.438789	14.661166	expresso	60803		2	11717	3000	3G	-67	-5	-	-	-	10687	5	65	-1		U1	
2025.07.18_22.37.02	-17.438733	14.661242	expresso	60803		2	11717	3000	3G	-67	-5	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.37.04	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-71	-4	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.37.13	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-63	-2	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.37.23	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-63	-2	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.37.33	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-67	-2	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.37.39	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-63	-	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.37.43	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-67	-	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.37.53	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-65	-	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.38.03	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-57	-3	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.38.13	-17.438733	14.661242	expresso	60803		2	11718	3000	3G	-61	-2	-	-	-	10687	5	63	-1		U1	
2025.07.18_22.38.13	-17.438813	14.66129	expresso	60803		2	11718	3000	3G	-61	-2	-	-	-	10687	5	67	-1		U1	
2025.07.18_22.38.13	-17.438813	14.66129	expresso	60803		2	11718	3000	3G	-57	-2	-	-	-	10687	5	67	-1		U1	
2025.07.18_22.38.14	-17.438813	14.66129	expresso	60803		2	11718	3000	3G	-57	-2	-	-	-	10687	5	67	-1		U1	
2025.07.18_22.38.15	-17.438813	14.66129	expresso	60803		2	11718	3000	3G	-57	-2	-	-	-	10687	5	67	-1		U1	
2025.07.18_22.38.15	-17.438813	14.66129	expresso	60803		2	11718	3000	3G	-63	-2	-	-	-	10687	5	67	-1		U1	
2025.07.18_22.38.16	-17.438813	14.66129	expresso	60803		2	11718	3000	3G	-63	-2	-	-	-	10687	5	67	-1		U1	
